91.207.218.33 - - [28/Aug/2013:13:49:01 +0300] "GET / HTTP/1.1" 403 566 "http://donntu.edu.ua/index.php?option=com_content&view=article&id=71&Itemid=2&lang=uk" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
91.207.218.33 - - [28/Aug/2013:13:49:01 +0300] "GET /favicon.ico HTTP/1.1" 403 557 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
144.76.99.22 - - [28/Aug/2013:13:49:13 +0300] "GET / HTTP/1.1" 403 885 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.60 Safari/537.17"
37.17.181.63 - - [28/Aug/2013:13:51:49 +0300] "GET /wp-content/pictures/kaukas_2013.jpg HTTP/1.1" 403 557 "http://images.yandex.kz/yandsearch?source=wiz&uinfo=sw-1263-sh-933-fw-1038-fh-598-pd-1&tld=kz&p=59&text=%D0%BA%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D0%BA%D1%80%D0%B0%D1%81%D0%B8%D0%B2%D1%8B%D1%85%20%D0%B4%D0%B5%D0%B2%D1%83%D1%88%D0%B5%D0%BA%20%D0%BA%D0%B0%D0%B2%D0%BA%D0%B0%D0%B7%D0%B0&noreask=1&pos=1783&rpt=simage&lr=163&img_url=http%3A%2F%2Fgazovie-kotly.ru%2Fpanel%2Fava%2F44.jpg" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36"
37.140.141.22 - - [28/Aug/2013:13:53:23 +0300] "GET /wp-includes/images/smilies/icon_surprised.gif HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
194.44.18.122 - - [28/Aug/2013:13:54:41 +0300] "GET / HTTP/1.1" 403 566 "http://donntu.edu.ua/index.php?option=com_content&view=article&id=71&Itemid=2&lang=uk" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36"
194.44.18.122 - - [28/Aug/2013:13:54:41 +0300] "GET /favicon.ico HTTP/1.1" 403 557 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36"
91.207.8.110 - - [28/Aug/2013:13:56:05 +0300] "GET /news/gornyj-poxod-v-gruziyu-kostogryz-a-n/ HTTP/1.1" 403 566 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 2.0.50727 ; .NET CLR 4.0.30319)"
37.140.141.22 - - [28/Aug/2013:13:59:05 +0300] "GET /wp-includes/images/smilies/icon_wink.gif HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
91.207.8.110 - - [28/Aug/2013:13:59:12 +0300] "GET /news/ekskursiya-na-ostrov-xortica-oplot-zaporozhskix-kozakov/ HTTP/1.1" 403 566 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 1.0.3705)"
37.140.141.22 - - [28/Aug/2013:14:04:52 +0300] "GET /wp-content/themes/NicePen/images/date.png HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
91.207.8.110 - - [28/Aug/2013:14:05:49 +0300] "GET /news/kategorijnyj-gornyj-poxod-v-prielbruse-v-konce-avgusta/ HTTP/1.1" 403 566 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 2.0.50727 ; .NET CLR 4.0.30319)"
37.140.141.22 - - [28/Aug/2013:14:11:14 +0300] "GET /wp-includes/images/smilies/icon_rolleyes.gif HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
91.207.8.110 - - [28/Aug/2013:14:14:35 +0300] "GET /news/park-kovannyx-figur/ HTTP/1.1" 403 566 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
37.140.141.22 - - [28/Aug/2013:14:17:27 +0300] "GET /wp-includes/images/smilies/icon_sad.gif HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
91.207.8.110 - - [28/Aug/2013:14:21:08 +0300] "GET /news/soledar-i-artemovsk-22-iyunya/ HTTP/1.1" 403 566 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
23.22.65.146 - - [28/Aug/2013:14:21:33 +0300] "GET /inf0.php HTTP/1.1" 403 557 "-" "Apache-HttpClient/4.2 (java 1.5)"
23.22.65.146 - - [28/Aug/2013:14:21:33 +0300] "GET /manual.pdf HTTP/1.1" 403 557 "-" "Apache-HttpClient/4.2 (java 1.5)"
37.140.141.22 - - [28/Aug/2013:14:23:27 +0300] "GET /wp-includes/images/smilies/icon_arrow.gif HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
37.17.182.30 - - [28/Aug/2013:14:24:22 +0300] "GET /wp-content/pictures/kaukas_2013.jpg HTTP/1.1" 403 557 "http://images.yandex.kz/yandsearch?source=wiz&uinfo=sw-1263-sh-890-fw-1038-fh-598-pd-1&tld=kz&p=59&text=%D0%BA%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D0%BA%D1%80%D0%B0%D1%81%D0%B8%D0%B2%D1%8B%D1%85%20%D0%B4%D0%B5%D0%B2%D1%83%D1%88%D0%B5%D0%BA%20%D0%BA%D0%B0%D0%B2%D0%BA%D0%B0%D0%B7%D0%B0&noreask=1&pos=1783&rpt=simage&lr=163&img_url=http%3A%2F%2Fgazovie-kotly.ru%2Fpanel%2Fava%2F44.jpg" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36"
176.112.32.45 - - [28/Aug/2013:14:27:21 +0300] "GET /wp-content/pictures/kaukas_2013.jpg HTTP/1.1" 404 820 "http://images.yandex.ru/yandsearch?source=wiz&uinfo=sw-1349-sh-618-fw-1124-fh-448-pd-1&p=32&text=open.az%20%D0%BA%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D0%BF%D1%80%D0%BE%20%D0%B8%D1%81%D0%BB%D0%B0%D0%BC&noreask=1&pos=982&rpt=simage&lr=10944&img_url=http%3A%2F%2Fimg-fotki.yandex.ru%2Fget%2F3201%2Fshadow-yorkh.3%2F0_1dd42_d6375a09_S" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 YaBrowser/1.7.1364.21027 Safari/537.22"
77.123.252.49 - - [28/Aug/2013:14:27:38 +0300] "GET / HTTP/1.1" 404 651 "http://donntu.edu.ua/index.php?option=com_content&view=article&id=71&Itemid=2&lang=uk" "Opera/9.80 (Windows NT 6.1; Win64; x64; MRA 8.1 (build 6327)) Presto/2.12.388 Version/12.16"
77.123.252.49 - - [28/Aug/2013:14:27:38 +0300] "GET /favicon.ico HTTP/1.1" 404 603 "http://turclub.donntu.edu.ua/" "Opera/9.80 (Windows NT 6.1; Win64; x64; MRA 8.1 (build 6327)) Presto/2.12.388 Version/12.16"
37.140.141.22 - - [28/Aug/2013:14:29:47 +0300] "GET /wp-content/themes/NicePen/images/comments.png HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
37.140.141.22 - - [28/Aug/2013:14:36:50 +0300] "GET /wp-includes/images/smilies/icon_confused.gif HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
91.207.8.110 - - [28/Aug/2013:14:37:25 +0300] "GET /2012/05/25/ HTTP/1.1" 403 566 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) )"
37.140.141.22 - - [28/Aug/2013:14:43:03 +0300] "GET /wp-includes/images/smilies/icon_biggrin.gif HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
37.140.141.22 - - [28/Aug/2013:14:48:33 +0300] "GET /wp-includes/images/smilies/icon_eek.gif HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
37.140.141.22 - - [28/Aug/2013:14:54:29 +0300] "GET /wp-includes/js/tinymce/themes/advanced/img/gotmoxie.png HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
37.140.141.22 - - [28/Aug/2013:15:00:41 +0300] "GET /wp-includes/images/smilies/icon_mad.gif HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
37.140.141.22 - - [28/Aug/2013:15:06:55 +0300] "GET /wp-includes/images/smilies/icon_smile.gif HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
37.140.141.22 - - [28/Aug/2013:15:12:57 +0300] "GET /wp-includes/images/smilies/icon_evil.gif HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
91.207.8.110 - - [28/Aug/2013:15:16:25 +0300] "GET /news/poxod-na-kavkaz-na-majskie-prazdniki-2013/ HTTP/1.1" 403 566 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) )"
91.207.8.110 - - [28/Aug/2013:15:17:58 +0300] "GET /2013/07/22/ HTTP/1.1" 403 566 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) )"
37.140.141.22 - - [28/Aug/2013:15:20:17 +0300] "GET /wp-content/themes/NicePen/images/user.png HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
91.207.8.110 - - [28/Aug/2013:15:22:59 +0300] "GET /2013/07/15/ HTTP/1.1" 403 566 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
37.140.141.22 - - [28/Aug/2013:15:26:43 +0300] "GET /wp-content/plugins/mlanguage/img/ru.png HTTP/1.1" 406 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
91.207.8.110 - - [28/Aug/2013:15:30:21 +0300] "GET /2013/05/28/ HTTP/1.1" 403 566 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
